,T2,SWDNB,SWUPB,LWDNB,LWUPB,LH,HFX,GRDFLX
2016-05-31 13:00:00,295.560668945,67.2554550171,8.07065296173,423.172851562,433.641937256,69.9395370483,-2.5863070488,17.5362148285
2016-05-31 14:00:00,294.23236084,71.5928726196,8.59114646912,402.739837646,437.656829834,62.6584815979,4.81251478195,28.7862529755
2016-05-31 15:00:00,295.103881836,292.304199219,35.076499939,419.798583984,466.851837158,146.284301758,80.0514602661,-9.41886329651
2016-05-31 16:00:00,293.722503662,44.5695915222,5.34835100174,413.296020508,423.718139648,41.0040092468,10.0466012955,25.4414768219
2016-05-31 17:00:00,294.073516846,60.6379051208,7.27654647827,411.188262939,426.052429199,52.556804657,4.09197950363,16.2466506958
2016-05-31 18:00:00,293.872772217,101.977127075,12.2372550964,407.760131836,424.476867676,55.6871604919,20.0645103455,4.61807060242
2016-05-31 19:00:00,293.223571777,62.9828796387,7.55794525146,404.785369873,421.211853027,43.1415328979,10.4187755585,13.8561954498
2016-05-31 20:00:00,292.377563477,29.2840003967,3.51407980919,368.335418701,414.523620605,11.4898843765,-2.81951522827,25.5858516693
2016-05-31 21:00:00,290.7734375,0.0,0.0,364.101989746,403.225860596,3.29716420174,-3.89701008797,36.9252510071
2016-05-31 22:00:00,290.376922607,0.0,0.0,391.175140381,402.30078125,11.1830797195,3.50186061859,26.8746185303
2016-05-31 23:00:00,290.595581055,0.0,0.0,394.364013672,403.985839844,9.18789482117,0.761030077934,19.6505203247
2016-06-01 00:00:00,290.306884766,0.0,0.0,379.625457764,401.218200684,1.9328789711,-1.50631082058,21.2689304352
2016-06-01 01:00:00,289.971618652,0.0,0.0,391.652770996,401.483703613,7.76723575592,1.19852244854,18.0583362579
2016-06-01 02:00:00,289.621643066,0.0,0.0,347.623504639,387.529205322,-1.89038860798,-1.74200534821,36.0492744446
2016-06-01 03:00:00,289.098449707,0.0,0.0,347.033355713,387.293945312,-6.19953298569,-14.3883733749,22.5731887817
2016-06-01 04:00:00,290.305297852,0.0,0.0,352.430053711,387.330688477,-4.67470788956,-3.66036868095,25.9591960907
2016-06-01 05:00:00,290.226318359,0.0,0.0,353.661499023,384.465484619,-2.32808971405,-1.50189697742,26.7150211334
2016-06-01 06:00:00,290.587371826,24.6536064148,2.95843267441,353.365478516,385.768493652,-4.03355264664,-2.49053692818,8.84021568298
2016-06-01 07:00:00,291.167449951,105.74243927,12.6890916824,398.873077393,410.160430908,27.983915329,23.807800293,-28.3354606628
2016-06-01 08:00:00,291.581787109,228.002655029,27.3603172302,395.777313232,415.942077637,68.0632247925,69.7308807373,-38.7552566528
